complexity,loss,equation,score,sympy_format,lambda_format
1,10888.009,x12,0.0,x12,PySRFunction(X=>x12)
2,3948.237,exp(x1),1.0143929417822932,exp(x1),PySRFunction(X=>exp(x1))
3,576.34656,x19 * 9.44371,1.924315282713019,x19*9.44371,PySRFunction(X=>x19*9.44371)
5,479.7468,(x19 * 10.156036) - x15,0.09172534085443616,-x15 + x19*10.156036,PySRFunction(X=>-x15 + x19*10.156036)
7,417.15256,((x17 - -10.28436) * x19) - x15,0.0699032292571974,-x15 + x19*(x17 - 1*(-10.28436)),PySRFunction(X=>-x15 + x19*(x17 - 1*(-10.28436)))
8,417.1525,((x17 - -10.28436) * inv(x8)) - x15,1.4383228121519783e-07,-x15 + (x17 - 1*(-10.28436))/x8,PySRFunction(X=>-x15 + (x17 - 1*(-10.28436))/x8)
9,368.80215,(((x17 - -3.5796857) * x19) * 2.9426146) - x15,0.12319154099473913,-x15 + (x17 - 1*(-3.5796857))*x19*2.9426146,PySRFunction(X=>-x15 + (x17 - 1*(-3.5796857))*x19*2.9426146)
11,338.71948,(((x17 - -3.7461677) - (x7 * 0.0028757402)) * x19) * x4,0.04254402459469108,x19*x4*(x17 - 0.0028757402*x7 - 1*(-3.7461677)),PySRFunction(X=>x19*x4*(x17 - 0.0028757402*x7 - 1*(-3.7461677)))
12,313.26245,(x19 * ((x17 - -3.461138) - (square(x7) * 6.5535005e-6))) * x4,0.07813093459475759,x19*x4*(x17 - 6.5535005e-6*x7**2 - 1*(-3.461138)),PySRFunction(X=>x19*x4*(x17 - 6.5535005e-6*x7**2 - 1*(-3.461138)))
13,279.8953,(x4 * ((x17 - -3.0852222) - (x7 * 0.0028144813))) * (x19 + x9),0.11262573293021044,x4*(x19 + x9)*(x17 - 0.0028144813*x7 - 1*(-3.0852222)),PySRFunction(X=>x4*(x19 + x9)*(x17 - 0.0028144813*x7 - 1*(-3.0852222)))
14,261.0465,x19 * ((((x17 - -2.1430063) - (square(x7) * 6.553332e-6)) * x4) + 4.2120514),0.06971705229563833,x19*(x4*(x17 - 6.553332e-6*x7**2 - 1*(-2.1430063)) + 4.2120514),PySRFunction(X=>x19*(x4*(x17 - 6.553332e-6*x7**2 - 1*(-2.1430063)) + 4.2120514))
15,244.69783,((x17 - -2.8096755) * (3.7781992 - (x7 * (1.6526483e-5 / x17)))) * (x19 - x0),0.06467444996579136,(3.7781992 - 1.6526483e-5*x7/x17)*(-x0 + x19)*(x17 - 1*(-2.8096755)),PySRFunction(X=>(3.7781992 - 1.6526483e-5*x7/x17)*(-x0 + x19)*(x17 - 1*(-2.8096755)))
16,213.78215,(x17 - -2.6210966) * ((x19 - x0) * (4.116748 - (square(x7) * (6.852722e-8 / x17)))),0.1350665965444288,(4.116748 - 6.852722e-8*x7**2/x17)*(-x0 + x19)*(x17 - 1*(-2.6210966)),PySRFunction(X=>(4.116748 - 6.852722e-8*x7**2/x17)*(-x0 + x19)*(x17 - 1*(-2.6210966)))
17,181.6821,(x17 - -2.4267037) * ((x11 + -1.316374) * (4.603013 - ((-0.009370179 - (x7 * -5.6564804e-5)) / x17))),0.16269904934806448,(4.603013 - (-(-5.6564804e-5)*x7 - 0.009370179)/x17)*(x11 - 1.316374)*(x17 - 1*(-2.4267037)),PySRFunction(X=>(4.603013 - (-(-5.6564804e-5)*x7 - 0.009370179)/x17)*(x11 - 1.316374)*(x17 - 1*(-2.4267037)))
18,181.68207,((x17 - -2.4267037) * (inv(x8) + -1.316374)) * (4.603013 - ((-0.009370179 - (x7 * -5.6564804e-5)) / x17)),1.6512360032575116e-07,(-1.316374 + 1/x8)*(4.603013 - (-(-5.6564804e-5)*x7 - 0.009370179)/x17)*(x17 - 1*(-2.4267037)),PySRFunction(X=>(-1.316374 + 1/x8)*(4.603013 - (-(-5.6564804e-5)*x7 - 0.009370179)/x17)*(x17 - 1*(-2.4267037)))
19,171.46799,(x17 - -2.4552174) * (((x11 + -0.613128) * (4.696999 - ((-0.008591333 - (x7 * -5.264656e-5)) / x17))) - x9),0.05786168943666506,(x17 - 1*(-2.4552174))*(-x9 + (4.696999 - (-(-5.264656e-5)*x7 - 0.008591333)/x17)*(x11 - 0.613128)),PySRFunction(X=>(x17 - 1*(-2.4552174))*(-x9 + (4.696999 - (-(-5.264656e-5)*x7 - 0.008591333)/x17)*(x11 - 0.613128)))
21,159.75204,(x17 - -2.3647997) * (((5.908274 - ((x17 - (x21 - (3.761387e-5 / x21))) / x17)) * (x11 + -0.6427026)) - x9),0.035386869412875555,(x17 - 1*(-2.3647997))*(-x9 + (5.908274 - (x17 - (x21 - 3.761387e-5/x21))/x17)*(x11 - 0.6427026)),PySRFunction(X=>(x17 - 1*(-2.3647997))*(-x9 + (5.908274 - (x17 - (x21 - 3.761387e-5/x21))/x17)*(x11 - 0.6427026)))
22,159.75203,(x17 - -2.3647997) * (((5.908274 - ((x17 - (x21 - (3.761387e-5 / x21))) / x17)) * (inv(x8) + -0.6427026)) - x9),6.259701164599738e-08,(x17 - 1*(-2.3647997))*(-x9 + (-0.6427026 + 1/x8)*(5.908274 - (x17 - (x21 - 3.761387e-5/x21))/x17)),PySRFunction(X=>(x17 - 1*(-2.3647997))*(-x9 + (-0.6427026 + 1/x8)*(5.908274 - (x17 - (x21 - 3.761387e-5/x21))/x17)))
23,158.54962,(x17 - -2.3459008) * ((((5.9493914 - ((x17 - (x21 - (3.826921e-5 / x21))) / x17)) * (x11 + -0.48677582)) - x9) - x16),0.007555196270942267,(x17 - 1*(-2.3459008))*(-x16 - x9 + (5.9493914 - (x17 - (x21 - 3.826921e-5/x21))/x17)*(x11 - 0.48677582)),PySRFunction(X=>(x17 - 1*(-2.3459008))*(-x16 - x9 + (5.9493914 - (x17 - (x21 - 3.826921e-5/x21))/x17)*(x11 - 0.48677582)))
24,157.73871,((((6.002728 - (((x17 - x21) - (-3.921021e-5 / x21)) / x17)) * (x11 + -0.38632992)) - x9) - square(x0)) * (x17 - -2.320867),0.005127674339256162,(x17 - 1*(-2.320867))*(-x0**2 - x9 + (6.002728 - (x17 - x21 - (-1)*3.921021e-5/x21)/x17)*(x11 - 0.38632992)),PySRFunction(X=>(x17 - 1*(-2.320867))*(-x0**2 - x9 + (6.002728 - (x17 - x21 - (-1)*3.921021e-5/x21)/x17)*(x11 - 0.38632992)))
