complexity,loss,equation,score,sympy_format,lambda_format
1,10888.009,x4,0.0,x4,PySRFunction(X=>x4)
2,3948.237,exp(x5),1.0143929417822932,exp(x5),PySRFunction(X=>exp(x5))
3,576.34656,x2 * 9.44371,1.924315282713019,x2*9.44371,PySRFunction(X=>x2*9.44371)
5,479.7468,(x2 * 10.156036) - x11,0.09172534085443616,-x11 + x2*10.156036,PySRFunction(X=>-x11 + x2*10.156036)
7,425.98492,(x2 * (x0 + 10.418854)) - x10,0.0594272590715448,-x10 + x2*(x0 + 10.418854),PySRFunction(X=>-x10 + x2*(x0 + 10.418854))
8,398.72443,(x2 * (square(x0) + 10.238935)) - x10,0.06613341993069208,-x10 + x2*(x0**2 + 10.238935),PySRFunction(X=>-x10 + x2*(x0**2 + 10.238935))
10,386.9709,(x2 * (square(x0 - 0.28392357) + 10.749253)) - x10,0.014960515123473588,-x10 + x2*((x0 - 1*0.28392357)**2 + 10.749253),PySRFunction(X=>-x10 + x2*((x0 - 1*0.28392357)**2 + 10.749253))
11,386.97086,(square(x5) * (square(x0 - 0.28392357) + 10.749253)) - x10,1.033669509009326e-07,-x10 + x5**2*((x0 - 1*0.28392357)**2 + 10.749253),PySRFunction(X=>-x10 + x5**2*((x0 - 1*0.28392357)**2 + 10.749253))
12,380.69812,((x2 * (square(x0 - 0.2838724) + 10.754755)) - x10) * x3,0.016342667932532372,x3*(-x10 + x2*((x0 - 1*0.2838724)**2 + 10.754755)),PySRFunction(X=>x3*(-x10 + x2*((x0 - 1*0.2838724)**2 + 10.754755)))
13,369.4411,((x2 + (((x0 - 2.5653262) * x7) * 0.011714359)) - x3) * 13.513426,0.03001540202347264,(x2 - x3 + (x0 - 1*2.5653262)*x7*0.011714359)*13.513426,PySRFunction(X=>(x2 - x3 + (x0 - 1*2.5653262)*x7*0.011714359)*13.513426)
15,330.40033,(((11.411565 - x8) * ((x11 - 13.86362) * 0.052604113)) - -10.207305) * (x2 + -1.3202579),0.055843141322755245,(x2 - 1.3202579)*((11.411565 - x8)*(x11 - 1*13.86362)*0.052604113 - 1*(-10.207305)),PySRFunction(X=>(x2 - 1.3202579)*((11.411565 - x8)*(x11 - 1*13.86362)*0.052604113 - 1*(-10.207305)))
16,330.4003,((((11.411565 - x8) * (x11 - 13.86362)) * 0.052604113) - -10.207305) * (exp(x13) + -1.3202579),9.079894482174539e-08,((11.411565 - x8)*(x11 - 1*13.86362)*0.052604113 - 1*(-10.207305))*(exp(x13) - 1.3202579),PySRFunction(X=>((11.411565 - x8)*(x11 - 1*13.86362)*0.052604113 - 1*(-10.207305))*(exp(x13) - 1.3202579))
17,322.95673,x13 * ((x2 * ((((x11 - 13.869623) * (11.407039 - x8)) * 0.015584542) - -2.659671)) + 8.61313),0.0227865982361901,x13*(x2*((x11 - 1*13.869623)*(11.407039 - x8)*0.015584542 - 1*(-2.659671)) + 8.61313),PySRFunction(X=>x13*(x2*((x11 - 1*13.869623)*(11.407039 - x8)*0.015584542 - 1*(-2.659671)) + 8.61313))
18,322.95667,x13 * ((exp(x13) * ((((x11 - 13.869623) * (11.407039 - x8)) * 0.015584542) - -2.659671)) + 8.61313),1.8578341936458114e-07,x13*(((x11 - 1*13.869623)*(11.407039 - x8)*0.015584542 - 1*(-2.659671))*exp(x13) + 8.61313),PySRFunction(X=>x13*(((x11 - 1*13.869623)*(11.407039 - x8)*0.015584542 - 1*(-2.659671))*exp(x13) + 8.61313))
19,303.8085,x13 * (((((x11 * (x10 * -0.00089282525)) - -3.3656533) * exp(x13)) + inv(x11 - 15.111377)) + 8.41893),0.061120596913337925,x13*((x11*x10*(-0.00089282525) - 1*(-3.3656533))*exp(x13) + 8.41893 + 1/(x11 - 1*15.111377)),PySRFunction(X=>x13*((x11*x10*(-0.00089282525) - 1*(-3.3656533))*exp(x13) + 8.41893 + 1/(x11 - 1*15.111377)))
20,279.11575,((x2 + (inv(x11 - 15.281539) + 3.6796997)) * x13) * ((x10 * ((x11 - 10.815092) * -0.0011901811)) - -2.8987026),0.08477099836709279,x13*(x10*(x11 - 1*10.815092)*(-0.0011901811) - 1*(-2.8987026))*(x2 + 3.6796997 + 1/(x11 - 1*15.281539)),PySRFunction(X=>x13*(x10*(x11 - 1*10.815092)*(-0.0011901811) - 1*(-2.8987026))*(x2 + 3.6796997 + 1/(x11 - 1*15.281539)))
21,266.5365,x13 * (x11 + (inv(x11 - 15.111388) + ((((10.65618 - x11) * (x10 * -0.018130964)) - exp(x13)) * -2.896733))),0.04611537550865777,x13*(x11 + ((10.65618 - x11)*x10*(-0.018130964) - exp(x13))*(-2.896733) + 1/(x11 - 1*15.111388)),PySRFunction(X=>x13*(x11 + ((10.65618 - x11)*x10*(-0.018130964) - exp(x13))*(-2.896733) + 1/(x11 - 1*15.111388)))
23,206.67848,x13 * ((((((x1 * 0.0008684827) - 0.14648709) * (14.275915 - x11)) - -2.7745445) * exp(x13)) + (inv(x11 - 15.084822) + 12.133815)),0.1271734229001609,x13*(((14.275915 - x11)*(x1*0.0008684827 - 1*0.14648709) - 1*(-2.7745445))*exp(x13) + 12.133815 + 1/(x11 - 1*15.084822)),PySRFunction(X=>x13*(((14.275915 - x11)*(x1*0.0008684827 - 1*0.14648709) - 1*(-2.7745445))*exp(x13) + 12.133815 + 1/(x11 - 1*15.084822)))
