t_h,Q
1.94,0.5279643708634912
1.95,0.5322872794913098
1.96,0.5366420570695528
1.97,0.5410291874686833
1.98,0.5454491647083908
1.99,0.5499024931957662
2.0,0.554389687967656
2.0100000000000002,0.5589112749370445
2.02,0.5634677911432879
2.0300000000000002,0.5680597850059816
2.04,0.5726878165822071
2.05,0.5773524578268594
2.06,0.5820542928557049
2.07,0.5867939182107687
2.08,0.5915719431275859
2.09,0.5963889898037882
2.1,0.6012456936684197
2.11,0.606142703651297
2.12,0.6110806824516346
2.13,0.6160603068050605
2.14,0.6210822677480327
2.15,0.626147270878548
2.16,0.6312560366119007
2.17,0.6364093004300985
2.18,0.6416078131233846
2.19,0.6468523410221333
2.2,0.6521436662171923
2.21,0.6574825867665302
2.22,0.6628699168858105
2.23,0.6683064871202593
2.24,0.6737931444949066
2.25,0.679330752639978
2.2600000000000002,0.6849201918878749
2.27,0.6905623593378132
2.2800000000000002,0.6962581688837947
2.29,0.7020085512011481
2.3000000000000003,0.7078144536864078
2.31,0.713676840344785
2.32,0.7195966916189368
2.33,0.7255750041521405
2.34,0.7316127904783372
2.35,0.7377110786308205
2.36,0.7438709116606071
2.37,0.7500933470547319
2.38,0.7563794560438749
2.39,0.7627303227878325
2.4,0.7691470434264035
2.41,0.775630724982276
2.42,0.7821824841014641
2.43,0.7888034456157781
2.44,0.7954947409107087
2.45,0.8022575060809867
2.46,0.8090928798549512
2.47,0.816002001267742
2.48,0.8229860070622447
2.49,0.8300460287956825
2.5,0.8371831896288081
2.5100000000000002,0.8443986007738233
2.52,0.8516933575765026
2.5300000000000002,0.8590685352075625
2.54,0.8665251839381641
2.5500000000000003,0.8740643239746262
2.56,0.8816869398280505
2.57,0.8893939741956912
2.58,0.8971863213326495
2.59,0.9050648198949388
2.6,0.9130302452382694
2.61,0.9210833011611594
2.62,0.9292246110863227
2.63,0.9374547086808361
2.64,0.9457740279234833
2.65,0.9541828926370023
2.66,0.9626815055138502
2.67,0.971269936676589
2.68,0.9799481118281345
2.69,0.9887158000628731
2.7,0.9975726014269585
2.71,1.0065179343347879
2.72,1.015551022968481
2.73,1.0246708848077786
2.74,1.0338763184586663
2.75,1.0431658919696198
2.7600000000000002,1.0525379318439112
2.77,1.0619905129740812
2.7800000000000002,1.071521449739482
2.79,1.081128288518693
2.8000000000000003,1.0908083018745034
2.81,1.1005584846689387
2.82,1.1103755523584573
2.83,1.1202559417040419
2.84,1.1301958141067965
2.85,1.1401910617464275
2.86,1.1502373166576407
2.87,1.160329962828457
2.88,1.1704641513456544
2.89,1.1806348185474276
2.9,1.1908367070738097
2.91,1.2010643896338171
2.92,1.2113122952373
2.93,1.2215747375720365
2.94,1.2318459451455983
2.95,1.242120092759751
2.96,1.252391333845067
2.97,1.2626538331570112
2.98,1.272901799323319
2.99,1.2831295167365995
3.0,1.293331376305599
3.0100000000000002,1.303501904612453
3.02,1.3136357910699132
3.0300000000000002,1.323727912729696
3.04,1.3337733564581296
3.0500000000000003,1.3437674382652802
3.06,1.3537057196457527
3.0700000000000003,1.3635840208605976
3.08,1.373398431157635
3.09,1.3831453159898848
3.1,1.3928213213469764
3.11,1.402423375361228
3.12,1.4119486873878335
3.13,1.421394744787109
3.14,1.4307593076562022
3.15,1.4400404017686486
3.16,1.4492363099834495
3.17,1.4583455623819743
3.18,1.4673669253820123
3.19,1.4762993900648638
3.2,1.4851421599345473
3.21,1.4938946383090388
3.22,1.5025564155228734
3.23,1.511127256099233
3.24,1.519607086028483
3.25,1.5279959802695562
3.2600000000000002,1.5362941505710275
3.27,1.5445019336904786
3.2800000000000002,1.5526197800740327
3.29,1.5606482430428485
3.3000000000000003,1.5685879685199526
3.31,1.5764396853190512
3.3200000000000003,1.5842041960068303
3.33,1.5918823683416525
3.34,1.5994751272843668
3.35,1.6069834475710507
3.36,1.6144083468327701
3.37,1.6217508792437378
3.38,1.629012129676448
3.39,1.6361932083403496
3.4,1.643295245879269
3.41,1.6503193889020018
3.42,1.657266795920183
3.43,1.6641386336676014
3.44,1.670936073775508
3.45,1.677660289779085
3.46,1.6843124544310564
3.47,1.6908937372993618
3.48,1.6974053026268816
3.49,1.703848307432302
3.5,1.710223899832376
3.5100000000000002,1.716533217566998
3.52,1.7227773867096825
3.5300000000000002,1.7289575205471814
3.54,1.735074718613097
3.5500000000000003,1.741130065861426
3.56,1.7471246319670097
3.5700000000000003,1.7530594707408542
3.58,1.7589356196492163
3.59,1.764754099426243
3.6,1.7705159137707773
3.61,1.776222049118725
3.62,1.7818734744831015
3.63,1.7874711413545534
3.64,1.7930159836557806
3.65,1.7985089177438618
3.66,1.8039508424550252
3.67,1.8093426391869043
3.68,1.8146851720137702
3.69,1.8199792878306544
3.7,1.825225816522663
3.71,1.8304255711561301
3.72,1.835579348188592
3.73,1.8406879276948447
3.74,1.845752073606634
3.75,1.8507725339637602
3.7600000000000002,1.8557500411746128
3.77,1.8606853122843512
3.7800000000000002,1.8655790492491335
3.79,1.8704319392149695
3.8000000000000003,1.8752446547999202
3.81,1.880017854378513
3.8200000000000003,1.8847521823673659
3.83,1.889448269511123
3.84,1.8941067331679209
3.85,1.8987281775936844
3.86,1.903313194224645
3.87,1.907862361957549
3.88,1.9123762474270907
3.89,1.9168554052801707
3.9,1.921300378446632
3.91,1.9257116984061813
3.92,1.9300898854512443
3.93,1.9344354489455486
3.94,1.93874888757826
3.95,1.943030689613533
3.96,1.9472813331353684
3.97,1.9515012862876886
3.98,1.955691007509574
3.99,1.959850945765618
4.0,1.9639815407713797
4.01,1.9680832232139274
4.0200000000000005,1.9721564149674806
4.03,1.9762015293041748
4.04,1.9802189710999758
4.05,1.9842091370357897
4.0600000000000005,1.988172415793816
4.07,1.9921091882492008
4.08,1.996019827657054
4.09,1.9999046998348986
4.1,2.003764163340625
4.11,2.0075985696460266
4.12,2.011408263305997
4.13,2.0151935821234694
4.14,2.0189548573101845
4.15,2.0226924136433686
4.16,2.026406569618414
4.17,2.0300976375976423
4.18,2.0337659239552424
4.19,2.0374117292184697
4.2,2.0410353482051935
4.21,2.0446370701578784
4.22,2.0482171788740886
4.23,2.051775952833597
4.24,2.0553136653221875
4.25,2.05883058455223
4.26,2.062326973780113
4.2700000000000005,2.0658030914206127
4.28,2.0692591911582814
4.29,2.072695522055929
4.3,2.0761123286602774
4.3100000000000005,2.0795098511048615
4.32,2.0828883252102512
4.33,2.0862479825816673
4.34,2.0895890507040566
4.3500000000000005,2.092911753034705
4.36,2.096216309093442
4.37,2.099502934550519
4.38,2.1027718413122085
4.39,2.1060232376041985
4.4,2.1092573280528395
4.41,2.1124743137643005
4.42,2.1156743924016954
4.43,2.118857758260236
4.44,2.1220246023404643
4.45,2.1251751124196163
4.46,2.128309473121175
4.47,2.1314278659826567
4.48,2.134530469521683
4.49,2.1376174593003845
4.5,2.1406890079881844
4.51,2.143745285423005
4.5200000000000005,2.146786458670943
4.53,2.149812692084455
4.54,2.1528241473590923
4.55,2.1558209835888307
4.5600000000000005,2.158803357320029
4.57,2.1617714226040556
4.58,2.1647253310486234
4.59,2.167665231867861
4.6000000000000005,2.1705912719311633
4.61,2.1735035958108515
4.62,2.1764023458286728
4.63,2.1792876621011747
4.64,2.1821596825839866
4.65,2.185018543115031
4.66,2.1878643774567035
4.67,2.1906973173370394
4.68,2.1935174924899044
4.69,2.196325030694227
4.7,2.1991200578123054
4.71,2.2019026978272076
4.72,2.204673072879296
4.73,2.2074313033018935
4.74,2.2101775076561183
4.75,2.212911802764908
4.76,2.215634303746255
4.7700000000000005,2.218345124045672
4.78,2.221044375467915
4.79,2.2237321682079716
4.8,2.2264086108813466
4.8100000000000005,2.2290738105536536
4.82,2.231727872769538
4.83,2.2343709015809434
4.84,2.23700299957474
4.8500000000000005,2.239624267899735
4.86,2.2422348062930766
4.87,2.24483471310607
4.88,2.2474240853294183
4.89,2.250003018617904
4.9,2.2525716073145294
4.91,2.2551299444741217
4.92,2.2576781218864226
4.93,2.2602162300986754
4.94,2.2627443584377174
4.95,2.265262595031596
4.96,2.267771026830717
4.97,2.2702697396285374
4.98,2.272758818081815
4.99,2.2752383457304237
5.0,2.27770840501675
5.01,2.280169077304674
5.0200000000000005,2.2826204428981525
5.03,2.2850625810594076
5.04,2.287495570026737
5.05,2.289919487031948
5.0600000000000005,2.29233440831743
5.07,2.294740409152873
5.08,2.2971375638516394
5.09,2.2995259457867974
5.1000000000000005,2.3019056274068257
5.11,2.3042766802509975
5.12,2.306639174964449
5.13,2.3089931813129416
5.14,2.311338768197327
5.15,2.313676003667719
5.16,2.316004954937378
5.17,2.3183256883963215
5.18,2.3206382696246592
5.19,2.3229427634056656
5.2,2.32523923373859
5.21,2.3275277438512156
5.22,2.3298083562121708
5.23,2.332081132542998
5.24,2.334346133829988
5.25,2.336603420335782
5.26,2.338853051610749
5.2700000000000005,2.341095086504142
5.28,2.3433295831750427
5.29,2.34555659910309
5.3,2.3477761910990074
5.3100000000000005,2.3499884153149275
5.32,2.3521933272545215
5.33,2.354390981782935
5.34,2.3565814331365367
5.3500000000000005,2.3587647349324836
5.36,2.3609409401781076
5.37,2.363110101280125
5.38,2.3652722700536746
5.39,2.367427497731189
5.4,2.369575834971101
5.41,2.3717173318663893
5.42,2.3738520379529673
5.43,2.3759800022179176
5.44,2.3781012731075766
5.45,2.380215898535472
5.46,2.3823239258901165
5.47,2.38442540204266
5.48,2.3865203733544034
5.49,2.38860888568418
5.5,2.390690984395601
5.51,2.392766714364174
5.5200000000000005,2.394836119984297
5.53,2.396899245176122
5.54,2.398956133392305
5.55,2.401006827624631
5.5600000000000005,2.4030513704105267
5.57,2.405089803839458
5.58,2.4071221695592135
5.59,2.4091485087820845
5.6000000000000005,2.4111688622909315
5.61,2.4131832704451504
5.62,2.4151917731865344
5.63,2.4171944100450355
5.64,2.4191912201444272
5.65,2.421182242207871
5.66,2.423167514563389
5.67,2.425147075149242
5.68,2.4271209615192184
5.69,2.4290892108478337
5.7,2.431051859935443
5.71,2.4330089452132664
5.72,2.434960502748333
5.73,2.4369065682483417
5.74,2.438847177066441
5.75,2.44078236420593
5.76,2.442712164324883
5.7700000000000005,2.444636611740697
5.78,2.4465557404345653
5.79,2.448469584055879
5.8,2.4503781759265553
5.8100000000000005,2.4522815490452965
5.82,2.4541797360917808
5.83,2.456072769430784
5.84,2.4579606811162367
5.8500000000000005,2.459843502895216
5.86,2.461721266211872
5.87,2.463594002211295
5.88,2.4654617417433187
5.89,2.467324515366263
5.9,2.4691823533506203
5.91,2.4710352856826816
5.92,2.4728833420681076
5.93,2.4747265519354413
5.94,2.476564944439569
5.95,2.4783985484651256
5.96,2.4802273926298475
5.97,2.482051505287874
5.98,2.4838709145329982
5.99,2.4856856482018674
6.0,2.487495733877134
