t_h,Q
3.08,1339.1768486602427
3.09,1348.6831884836877
3.1,1358.1204548474584
3.11,1367.4856471765247
3.12,1376.7760392222376
3.13,1385.9891759588397
3.14,1395.1228684756709
3.15,1404.1751871170115
3.16,1413.144453124834
3.17,1422.0292290365348
3.18,1430.8283080810545
3.19,1439.5407028037332
3.2,1448.1656331339022
3.21,1456.702514090551
3.22,1465.15094330133
3.23,1473.510688489484
3.24,1481.7816750626416
3.25,1489.9639739173294
3.2600000000000002,1498.0577895539705
3.27,1506.0634485793198
3.2800000000000002,1513.9813886569384
3.29,1521.8121479515744
3.3000000000000003,1529.5563551002042
3.31,1537.21471973101
3.3200000000000003,1544.7880235416644
3.33,1552.2771119398794
3.34,1559.6828862421378
3.35,1567.006296420758
3.36,1574.248334384804
3.37,1581.4100277767266
3.38,1588.4924342638749
3.39,1595.4966363020362
3.4,1602.4237363468433
3.41,1609.2748524880967
3.42,1616.0511144817535
3.43,1622.7536601543707
3.44,1629.3836321551778
3.45,1635.9421750315348
3.46,1642.4304326043343
3.47,1648.8495456208248
3.48,1655.2006496633585
3.49,1661.4848732936555
3.5,1667.703336413302
3.5100000000000002,1673.857148822342
3.52,1679.9474089589614
3.5300000000000002,1685.9752028043806
3.54,1691.94160293817
3.5500000000000003,1697.8476677302517
3.56,1703.6944406568691
3.5700000000000003,1709.4829497287656
3.58,1715.2142070207324
3.59,1720.8892082925502
3.6,1726.5089326921527
3.61,1732.0743425326116
3.62,1737.5863831352422
3.63,1743.0459827317957
3.64,1748.4540524193121
3.65,1753.8114861617796
3.66,1759.1191608332674
3.67,1764.3779362976854
3.68,1769.588655520772
3.69,1774.7521447103118
3.7,1779.8692134809748
3.71,1784.9406550405013
3.72,1789.9672463942818
3.73,1794.9497485656616
3.74,1799.8889068295716
3.75,1804.785450957324
3.7600000000000002,1809.6400954706269
3.77,1814.4535399030829
3.7800000000000002,1819.226469067605
3.79,1823.9595533283596
3.8000000000000003,1828.6534488759917
3.81,1833.3087980050232
3.8200000000000003,1837.9262293924419
3.83,1842.5063583766077
3.84,1847.049787235707
3.85,1851.5571054650761
3.86,1856.028890052796
3.87,1860.4657057530417
3.88,1864.868105356728
3.89,1869.2366299590647
3.9,1873.5718092236787
3.91,1877.8741616430189
3.92,1882.1441947947976
3.93,1886.3824055942669
3.94,1890.5892805421574
3.95,1894.7652959681502
3.96,1898.9109182697655
3.97,1903.0266041465932
3.98,1907.1128008298
3.99,1911.1699463068785
4.0,1915.1984695416104
4.01,1919.1987906892446
4.0200000000000005,1923.1713213068927
4.03,1927.1164645591666
4.04,1931.0346154190838
4.05,1934.9261608642862
4.0600000000000005,1938.7914800686187
4.07,1942.630944589122
4.08,1946.4449185485016
4.09,1950.233758813142
4.1,1953.9978151667335
4.11,1957.7374304795912
4.12,1961.4529408737349
4.13,1965.1446758838222
4.14,1968.8129586140062
4.15,1972.4581058908059
4.16,1976.0804284120732
4.17,1979.680230892141
4.18,1983.257812203237
4.19,1986.8134655132503
4.2,1990.3474784199348
4.21,1993.8601330816318
4.22,1997.3517063446034
4.23,2000.8224698670494
4.24,2004.2726902398995
4.25,2007.702629104456
4.26,2011.1125432669714
4.2700000000000005,2014.5026848102352
4.28,2017.8733012022537
4.29,2021.2246354020929
4.3,2024.5569259629629
4.3100000000000005,2027.8704071326158
4.32,2031.1653089511299
4.33,2034.4418573461496
4.34,2037.7002742256498
4.3500000000000005,2040.9407775682914
4.36,2044.1635815114362
4.37,2047.3688964368816
4.38,2050.5569290543795
4.39,2053.7278824830005
4.4,2056.8819563304028
4.41,2060.019346770061
4.42,2063.140246616517
4.43,2066.2448453987004
4.44,2069.3333294313798
4.45,2072.4058818847875
4.46,2075.4626828524815
4.47,2078.5039094174776
4.48,2081.5297357167133
4.49,2084.540333003884
4.5,2087.535869710696
4.51,2090.516511506582
4.5200000000000005,2093.4824213569236
4.53,2096.433759579818
4.54,2099.370683901429
4.55,2102.293349509973
4.5600000000000005,2105.201909108357
4.57,2108.0965129655274
4.58,2110.977308966549
4.59,2113.844442661461
4.6000000000000005,2116.6980573129313
4.61,2119.5382939427573
4.62,2122.3652913772316
4.63,2125.179186291411
4.64,2127.9801132523153
4.65,2130.768204761087
4.66,2133.543591294141
4.67,2136.3064013433295
4.68,2139.05676145515
4.69,2141.794796269021
4.7,2144.520628554654
4.71,2147.234379248544
4.72,2149.9361674895977
4.73,2152.6261106539337
4.74,2155.304324388866
4.75,2157.970922646095
4.76,2160.6260177141357
4.7700000000000005,2163.269720249989
4.78,2165.902139310089
4.79,2168.523382380536
4.8,2171.1335554066427
4.8100000000000005,2173.732762821804
4.82,2176.3211075757117
4.83,2178.8986911619313
4.84,2181.465613644856
4.8500000000000005,2184.02197368606
4.86,2186.5678685700514
4.87,2189.1033942294625
4.88,2191.6286452696727
4.89,2194.1437149928875
4.9,2196.6486954216875
4.91,2199.1436773220576
4.92,2201.628750225914
4.93,2204.1040024531353
4.94,2206.5695211331195
4.95,2209.025392225869
4.96,2211.471700542623
4.97,2213.9085297660426
4.98,2216.3359624699688
4.99,2218.75408013875
5.0,2221.1629631861665
5.01,2223.562690973947
5.0200000000000005,2225.9533418298956
5.03,2228.3349930656377
5.04,2230.7077209939935
5.05,2233.0716009459857
5.0600000000000005,2235.4267072874954
5.07,2237.7731134355713
5.08,2240.1108918743994
5.09,2242.440114170946
5.1000000000000005,2244.760850990278
5.11,2247.0731721105694
5.12,2249.3771464378024
5.13,2251.6728420201675
5.14,2253.9603260621748
5.15,2256.2396649384787
5.16,2258.5109242074236
5.17,2260.7741686243203
5.18,2263.029462154456
5.19,2265.276867985844
5.2,2267.516448541724
5.21,2269.74826549281
5.22,2271.9723797693027
5.23,2274.1888515726628
5.24,2276.397740387154
5.25,2278.5991049911618
5.26,2280.793003468292
5.2700000000000005,2282.979493218256
5.28,2285.1586309675417
5.29,2287.330472779887
5.3,2289.495074066542
5.3100000000000005,2291.652489596346
5.32,2293.802773505606
5.33,2295.94597930779
5.34,2298.082159903036
5.3500000000000005,2300.2113675874853
5.36,2302.333654062436
5.37,2304.4490704433274
5.38,2306.5576672685597
5.39,2308.6594945081442
5.4,2310.754601572199
5.41,2312.8430373192828
5.42,2314.9248500645795
5.43,2317.000087587931
5.44,2319.068797141724
5.45,2321.1310254586324
5.46,2323.186818759218
5.47,2325.2362227593994
5.48,2327.2792826777772
5.49,2329.3160432428376
5.5,2331.3465487000185
5.51,2333.370842818655
5.5200000000000005,2335.3889688987992
5.53,2337.4009697779184
5.54,2339.4068878374783
5.55,2341.406765009405
5.5600000000000005,2343.4006427824393
5.57,2345.3885622083753
5.58,2347.3705639081936
5.59,2349.3466880780848
5.6000000000000005,2351.31697449537
5.61,2353.2814625243204
5.62,2355.2401911218763
5.63,2357.193198843264
5.64,2359.1405238475236
5.65,2361.0822039029367
5.66,2363.0182763923635
5.67,2364.9487783184923
5.68,2366.8737463089965
5.69,2368.7932166216065
5.7,2370.7072251490968
5.71,2372.6158074241894
5.72,2374.5189986243745
5.73,2376.416833576653
5.74,2378.3093467621993
5.75,2380.196572320946
5.76,2382.078544056096
5.7700000000000005,2383.9552954385576
5.78,2385.8268596113094
5.79,2387.693269393691
5.8,2389.5545572856286
5.8100000000000005,2391.410755471787
5.82,2393.261895825659
5.83,2395.108009913584
5.84,2396.9491289987077
5.8500000000000005,2398.7852840448754
5.86,2400.6165057204603
5.87,2402.4428244021374
5.88,2404.2642701785926
5.89,2406.0808728541747
5.9,2407.892661952489
5.91,2409.699666719938
5.92,2411.501916129199
5.93,2413.2994388826573
5.94,2415.0922634157773
5.95,2416.880417900425
5.96,2418.6639302481394
5.97,2420.442828113354
5.98,2422.217138896565
5.99,2423.986889747454
6.0,2425.7521075679633
