complexity,loss,equation,score,sympy_format,lambda_format
16,300.50775,x18 * ((x7 * -0.010687454) + (14.72616 - (2.4347568 / ((x0 * sqrt(x0)) - 56.57927)))),0.0008572476112694004,x18*(-0.010687454*x7 + 14.72616 - 2.4347568/(x0**(3/2) - 56.57927)),PySRFunction(X=>x18*(-0.010687454*x7 + 14.72616 - 2.4347568/(x0**(3/2) - 56.57927)))
17,290.38898,((x7 * -0.010347776) + (x9 + (13.566101 - (1.6659948 / ((x0 * 4.1160517) - 60.63937))))) * x18,0.0342522094199063,x18*(x7*(-0.010347776) + x9 + 13.566101 - 1.6659948/(x0*4.1160517 - 1*60.63937)),PySRFunction(X=>x18*(x7*(-0.010347776) + x9 + 13.566101 - 1.6659948/(x0*4.1160517 - 1*60.63937)))
18,275.45526,((x7 * -0.011378055) + ((x9 - (-2.3530834 / ((x0 * sqrt(x0)) - 59.649662))) + 13.781968)) * x18,0.05279611481112253,x18*(-0.011378055*x7 + x9 + 13.781968 + 2.3530834/(x0**(3/2) - 59.649662)),PySRFunction(X=>x18*(-0.011378055*x7 + x9 + 13.781968 + 2.3530834/(x0**(3/2) - 59.649662)))
19,233.04909,(((22.369873 - (-1.480189 / ((x0 * 4.199639) - 63.8783))) + (x7 * -0.02818957)) + (-749.9514 / x7)) * x18,0.16717610169143104,x18*(x7*(-0.02818957) + 22.369873 - (-1)*1.480189/(x0*4.199639 - 1*63.8783) - 749.9514/x7),PySRFunction(X=>x18*(x7*(-0.02818957) + 22.369873 - (-1)*1.480189/(x0*4.199639 - 1*63.8783) - 749.9514/x7))
20,229.47835,x18 * ((x7 * -0.028036915) + (((-749.53625 / x7) - (-1.4516851 / ((x0 * sqrt(x0)) - 58.872395))) + 22.408918)),0.01544042853091169,x18*(-0.028036915*x7 + 22.408918 + 1.4516851/(x0**(3/2) - 58.872395) - 749.53625/x7),PySRFunction(X=>x18*(-0.028036915*x7 + 22.408918 + 1.4516851/(x0**(3/2) - 58.872395) - 749.53625/x7))
22,211.47818,x18 * (((x7 * -0.027682483) + 21.393116) + ((-395.73166 / (x7 - 50.32192)) + (-2.0238435 / ((x0 * sqrt(x0)) - 57.051617)))),0.040843432111639315,x18*(-0.027682483*x7 + 21.393116 - 395.73166/(x7 - 50.32192) - 2.0238435/(x0**(3/2) - 57.051617)),PySRFunction(X=>x18*(-0.027682483*x7 + 21.393116 - 395.73166/(x7 - 50.32192) - 2.0238435/(x0**(3/2) - 57.051617)))
24,198.61818,x18 * ((((x9 + 19.719759) + (-395.5748 / (x7 - 47.924282))) + (x7 * -0.025380759)) - (x9 / ((x0 * sqrt(x0)) - 57.539474))),0.031368768554247854,x18*(-0.025380759*x7 + x9 - x9/(x0**(3/2) - 57.539474) + 19.719759 - 395.5748/(x7 - 47.924282)),PySRFunction(X=>x18*(-0.025380759*x7 + x9 - x9/(x0**(3/2) - 57.539474) + 19.719759 - 395.5748/(x7 - 47.924282)))
25,197.79878,x18 * ((-0.026378 * x7) + ((-395.57556 / (x7 - 47.956856)) + ((19.950092 + x9) - (sqrt(x9) / ((x0 * sqrt(x0)) - 57.535564))))),0.004134036883687583,x18*(-0.026378*x7 - sqrt(x9)/(x0**(3/2) - 57.535564) + x9 + 19.950092 - 395.57556/(x7 - 47.956856)),PySRFunction(X=>x18*(-0.026378*x7 - sqrt(x9)/(x0**(3/2) - 57.535564) + x9 + 19.950092 - 395.57556/(x7 - 47.956856)))
26,196.32405,(x18 * (((x7 * -0.025581867) + ((x9 + 19.664202) - (x9 / ((sqrt(x0) * x0) - 57.542645)))) + (-395.50473 / (x7 - 48.39231)))) + 2.0924883,0.007483640989114635,x18*(-0.025581867*x7 + x9 - x9/(x0**(3/2) - 57.542645) + 19.664202 - 395.50473/(x7 - 48.39231)) + 2.0924883,PySRFunction(X=>x18*(-0.025581867*x7 + x9 - x9/(x0**(3/2) - 57.542645) + 19.664202 - 395.50473/(x7 - 48.39231)) + 2.0924883)
27,195.32045,(x18 + 0.21569781) * ((x9 + (x7 * -0.026053328)) + (((-395.5035 / (x7 - 48.38572)) - (sqrt(x9) / ((sqrt(x0) * x0) - 57.544155))) + 19.740707)),0.005125067231831183,(x18 + 0.21569781)*(-0.026053328*x7 - sqrt(x9)/(x0**(3/2) - 57.544155) + x9 + 19.740707 - 395.5035/(x7 - 48.38572)),PySRFunction(X=>(x18 + 0.21569781)*(-0.026053328*x7 - sqrt(x9)/(x0**(3/2) - 57.544155) + x9 + 19.740707 - 395.5035/(x7 - 48.38572)))
29,194.97183,(x18 * (((x9 + (x7 * -0.026278581)) + ((-395.50662 / (x7 - 48.393196)) - (sqrt(x9) / ((x0 * sqrt(x0)) - 57.536644)))) + 19.782541)) + (3.666968 - x9),0.0008932282563115231,x18*(-0.026278581*x7 - sqrt(x9)/(x0**(3/2) - 57.536644) + x9 + 19.782541 - 395.50662/(x7 - 48.393196)) - x9 + 3.666968,PySRFunction(X=>x18*(-0.026278581*x7 - sqrt(x9)/(x0**(3/2) - 57.536644) + x9 + 19.782541 - 395.50662/(x7 - 48.393196)) - x9 + 3.666968)
30,194.24962,(((x9 + (((-395.50662 / (x7 - 48.393196)) + (x7 * -0.026223723)) + (19.782541 - (sqrt(x9) / ((x0 * sqrt(x0)) - 57.53661))))) * x18) + 3.666968) - square(x9),0.003711053585825136,x18*(-0.026223723*x7 - sqrt(x9)/(x0**(3/2) - 57.53661) + x9 + 19.782541 - 395.50662/(x7 - 48.393196)) - x9**2 + 3.666968,PySRFunction(X=>x18*(-0.026223723*x7 - sqrt(x9)/(x0**(3/2) - 57.53661) + x9 + 19.782541 - 395.50662/(x7 - 48.393196)) - x9**2 + 3.666968)
