complexity,loss,equation,score,sympy_format,lambda_format
1,10724.615,x14,0.0,x14,PySRFunction(X=>x14)
2,3919.7725,exp(x3),1.0065079503299066,exp(x3),PySRFunction(X=>exp(x3))
3,510.42654,x18 * 11.9114485,2.038542166274775,x18*11.9114485,PySRFunction(X=>x18*11.9114485)
5,476.09122,x18 * (x9 + 10.849511),0.034818627292384816,x18*(x9 + 10.849511),PySRFunction(X=>x18*(x9 + 10.849511))
7,409.00793,x18 * ((x7 * -0.011287581) + 14.450772),0.07593746495932112,x18*(14.450772 + x7*(-0.011287581)),PySRFunction(X=>x18*(14.450772 + x7*(-0.011287581)))
8,389.66168,((square(x7) * -2.5155688e-5) + 13.30502) * x18,0.048455669148443105,x18*(13.30502 + x7**2*(-2.5155688e-5)),PySRFunction(X=>x18*(13.30502 + x7**2*(-2.5155688e-5)))
9,381.05612,x18 * (((x7 * -0.010926264) + 13.3072605) + x9),0.022332214591905118,x18*(x7*(-0.010926264) + x9 + 13.3072605),PySRFunction(X=>x18*(x7*(-0.010926264) + x9 + 13.3072605))
10,362.18854,(((square(x7) * -2.4430274e-5) + x9) + 12.20261) * x18,0.05078175589670474,x18*(x7**2*(-2.4430274e-5) + x9 + 12.20261),PySRFunction(X=>x18*(x7**2*(-2.4430274e-5) + x9 + 12.20261))
11,348.8462,x18 * ((x7 * -0.032209065) + ((-953.9942 / x7) + 23.843319)),0.03753376757885411,x18*(x7*(-0.032209065) + 23.843319 - 953.9942/x7),PySRFunction(X=>x18*(x7*(-0.032209065) + 23.843319 - 953.9942/x7))
12,340.50458,x18 * ((((x7 * -6.3369676e-5) + 0.019484326) * square(x4)) + 10.965373),0.02420256108524993,x18*(x4**2*(0.019484326 + x7*(-6.3369676e-5)) + 10.965373),PySRFunction(X=>x18*(x4**2*(0.019484326 + x7*(-6.3369676e-5)) + 10.965373))
13,309.95013,x18 * (((x0 * -0.19379303) + (0.027338253 / (0.9869801 - x9))) + 15.301976),0.0940171627364136,x18*(x0*(-0.19379303) + 15.301976 + 0.027338253/(0.9869801 - x9)),PySRFunction(X=>x18*(x0*(-0.19379303) + 15.301976 + 0.027338253/(0.9869801 - x9)))
14,291.83716,x18 * ((-0.016436316 / (1.0081799 - square(x9))) + ((x7 * -0.011889459) + 14.948622)),0.06021543809136049,x18*(x7*(-0.011889459) + 14.948622 - 0.016436316/(1.0081799 - x9**2)),PySRFunction(X=>x18*(x7*(-0.011889459) + 14.948622 - 0.016436316/(1.0081799 - x9**2)))
