complexity,loss,equation,score,sympy_format,lambda_format
1,10724.615,x10,0.0,x10,PySRFunction(X=>x10)
2,3919.7725,exp(x13),1.0065079503299066,exp(x13),PySRFunction(X=>exp(x13))
3,510.42654,x14 * 11.9114485,2.038542166274775,x14*11.9114485,PySRFunction(X=>x14*11.9114485)
5,391.3608,x14 * (14.594936 - x0),0.13280841623043588,x14*(14.594936 - x0),PySRFunction(X=>x14*(14.594936 - x0))
7,363.85233,x14 * ((x5 + 13.532498) - x0),0.03644089907002149,x14*(-x0 + x5 + 13.532498),PySRFunction(X=>x14*(-x0 + x5 + 13.532498))
9,360.30902,((x5 * (3.5109334 - x0)) + 11.011517) * x14,0.00489302318819985,x14*(x5*(3.5109334 - x0) + 11.011517),PySRFunction(X=>x14*(x5*(3.5109334 - x0) + 11.011517))
10,353.09064,(((inv(x0) * -57.9347) + 54.605175) / x0) * x14,0.020237257622368127,x14*(54.605175 - 57.9347/x0)/x0,PySRFunction(X=>x14*(54.605175 - 57.9347/x0)/x0)
11,323.83023,((-0.044253908 / (2.5943646 - x0)) + (14.759871 - x0)) * x14,0.08650539752704939,x14*(-x0 + 14.759871 - 0.044253908/(2.5943646 - x0)),PySRFunction(X=>x14*(-x0 + 14.759871 - 0.044253908/(2.5943646 - x0)))
12,289.25275,x14 * ((inv(x0 * (x4 - 10.364879)) + 14.691331) - x0),0.11291852360940097,x14*(-x0 + 14.691331 + 1/(x0*(x4 - 1*10.364879))),PySRFunction(X=>x14*(-x0 + 14.691331 + 1/(x0*(x4 - 1*10.364879))))
13,288.18018,x14 * ((14.691331 - x0) + inv(inv(x5) * (x4 - 10.370877))),0.0037149638609654066,x14*(-x0 + x5/(x4 - 1*10.370877) + 14.691331),PySRFunction(X=>x14*(-x0 + x5/(x4 - 1*10.370877) + 14.691331))
14,286.09995,(((inv(x0 * (x4 - 10.370496)) + 14.626113) - x0) * x14) + x5,0.007244684222231221,x14*(-x0 + 14.626113 + 1/(x0*(x4 - 1*10.370496))) + x5,PySRFunction(X=>x14*(-x0 + 14.626113 + 1/(x0*(x4 - 1*10.370496))) + x5)
15,283.7303,(((inv(x0 * (x4 - 10.370496)) + 14.626113) - x0) * x14) + square(x5),0.008317086219331079,x14*(-x0 + 14.626113 + 1/(x0*(x4 - 1*10.370496))) + x5**2,PySRFunction(X=>x14*(-x0 + 14.626113 + 1/(x0*(x4 - 1*10.370496))) + x5**2)
16,269.62747,((x5 - 0.80608886) + ((inv(x0 * (x4 - 10.431496)) + 14.372644) - x0)) * x14,0.050982873533708756,x14*(-x0 + x5 - 1*0.80608886 + 14.372644 + 1/(x0*(x4 - 1*10.431496))),PySRFunction(X=>x14*(-x0 + x5 - 1*0.80608886 + 14.372644 + 1/(x0*(x4 - 1*10.431496))))
18,254.29506,x14 * ((((x0 * -0.0839327) + 0.44047737) * x4) + (inv(21.371164 - (x0 * 8.638571)) + 8.793803)),0.029273009587251226,x14*(x4*(0.44047737 + x0*(-0.0839327)) + 8.793803 + 1/(21.371164 - 8.638571*x0)),PySRFunction(X=>x14*(x4*(0.44047737 + x0*(-0.0839327)) + 8.793803 + 1/(21.371164 - 8.638571*x0)))
20,241.87466,(inv(22.423864 - ((x0 * 8.9062395) / x5)) + ((((x0 * -0.08179544) + 0.37375042) * x4) + 10.083405)) * x14,0.02503779413306727,x14*(x4*(0.37375042 + x0*(-0.08179544)) + 10.083405 + 1/(22.423864 - 8.9062395*x0/x5)),PySRFunction(X=>x14*(x4*(0.37375042 + x0*(-0.08179544)) + 10.083405 + 1/(22.423864 - 8.9062395*x0/x5)))
22,232.4198,((((x0 * -0.1000946) + 0.5427596) * x4) + (inv(21.261223 - ((x0 / x5) * 8.441013)) + (9.396481 - x5))) * x14,0.01993721940754496,x14*(x4*(0.5427596 + x0*(-0.1000946)) - x5 + 9.396481 + 1/(21.261223 - 8.441013*x0/x5)),PySRFunction(X=>x14*(x4*(0.5427596 + x0*(-0.1000946)) - x5 + 9.396481 + 1/(21.261223 - 8.441013*x0/x5)))
24,223.9742,(inv((21.085081 - ((x0 / x5) * 8.374216)) / x5) + ((((x0 * -0.09900778) + 0.5528753) * x4) + (9.189851 - x5))) * x14,0.01850717631658181,x14*(x4*(0.5528753 + x0*(-0.09900778)) - x5 + x5/(21.085081 - 8.374216*x0/x5) + 9.189851),PySRFunction(X=>x14*(x4*(0.5528753 + x0*(-0.09900778)) - x5 + x5/(21.085081 - 8.374216*x0/x5) + 9.189851))
25,218.00839,((inv((21.762226 - ((x0 * 8.644449) / x5)) / square(x5)) + ((((x0 * -0.096273705) + 0.5578023) * x4) + 8.973042)) - x5) * x14,0.02699731836300547,x14*(x4*(0.5578023 + x0*(-0.096273705)) + x5**2/(21.762226 - 8.644449*x0/x5) - x5 + 8.973042),PySRFunction(X=>x14*(x4*(0.5578023 + x0*(-0.096273705)) + x5**2/(21.762226 - 8.644449*x0/x5) - x5 + 8.973042))
