C1,C2,objective
20.0,10.0,2.2443182098260963
20.0,10.112359550561798,2.239934369881685
20.0,10.224719101123595,2.235513458807754
20.0,10.337078651685394,2.2310554574025456
20.0,10.44943820224719,2.2265603450830787
20.0,10.561797752808989,2.2220280999441364
20.0,10.674157303370787,2.217458698818069
20.0,10.786516853932584,2.2128521173354634
20.0,10.898876404494382,2.2082083299867565
20.0,11.01123595505618,2.2035273101848416
20.0,11.123595505617978,2.198809030328736
20.0,11.235955056179776,2.1940534618683833
20.0,11.348314606741573,2.1892605753706373
20.0,11.460674157303371,2.1844303405865078
20.0,11.573033707865168,2.1795627265197317
20.0,11.685393258426966,2.174657701496732
20.0,11.797752808988765,2.1697152332380387
20.0,11.910112359550562,2.1647352889312375
20.0,12.02247191011236,2.159717835305518
20.0,12.134831460674157,2.154662838707893
20.0,12.247191011235955,2.1495702651811524
20.0,12.359550561797754,2.1444400805436423
20.0,12.47191011235955,2.139272250470923
20.0,12.584269662921349,2.1340667405793905
20.0,12.696629213483146,2.128823516511939
20.0,12.808988764044944,2.12354254402573
20.0,12.921348314606742,2.118223789082158
20.0,13.03370786516854,2.1128672179390815
20.0,13.146067415730336,2.1074727972453937
20.0,13.258426966292134,2.1020404941380293
20.0,13.370786516853933,2.0965702763414646
20.0,13.483146067415731,2.0910621122698076
20.0,13.595505617977528,2.0855159711315525
20.0,13.707865168539325,2.0799318230370782
20.0,13.820224719101123,2.0743096391089777
20.0,13.932584269662922,2.06864939159529
20.0,14.04494382022472,2.0629510539857305
20.0,14.157303370786517,2.057214601130988
20.0,14.269662921348313,2.051440009365179
20.0,14.382022471910112,2.0456272566315317
20.0,14.49438202247191,2.0397763226113974
20.0,14.606741573033709,2.0338871888566477
20.0,14.719101123595506,2.0279598389255526
20.0,14.831460674157302,2.0219942585222155
20.0,14.9438202247191,2.01599043563964
20.0,15.0561797752809,2.009948360706503
20.0,15.168539325842698,2.003868026737719
20.0,15.280898876404494,1.9977494294888505
20.0,15.393258426966291,1.99159256761446
20.0,15.50561797752809,1.9853974428304437
20.0,15.617977528089888,1.9791640600804372
20.0,15.730337078651687,1.9728924277063402
20.0,15.842696629213483,1.9665825576230274
20.0,15.95505617977528,1.960234465497294
20.0,16.06741573033708,1.9538481709310973
20.0,16.179775280898877,1.9474236976491304
20.0,16.29213483146067,1.940961073690775
20.0,16.40449438202247,1.9344603316064712
20.0,16.51685393258427,1.9279215086585295
20.0,16.629213483146067,1.921344647026412
20.0,16.741573033707866,1.9147297940165007
