complexity,loss,equation,score,sympy_format,lambda_format,restored_equation,complexity_recomputed,coverage_score,physics_pass,physics_detail,AIC,BIC
38,118.79092,((x3 + inv(x3)) - 1.7105602) * (((20.446016 - (((x0 * (x1 + (((x0 * -0.33102357) + x2) / (x1 + -15.172693)))) * 0.025330327) + x2)) / ((x2 / (x1 + -16.764357)) + (x2 * -0.0822702))) + 11.088998),0.0207890582846337,((20.446016 - (x0*(x1 + (x0*(-0.33102357) + x2)/(x1 - 15.172693))*0.025330327 + x2))/(x2*(-0.0822702) + x2/(x1 - 16.764357)) + 11.088998)*(x3 - 1*1.7105602 + 1/x3),PySRFunction(X=>((20.446016 - (x0*(x1 + (x0*(-0.33102357) + x2)/(x1 - 15.172693))*0.025330327 + x2))/(x2*(-0.0822702) + x2/(x1 - 16.764357)) + 11.088998)*(x3 - 1*1.7105602 + 1/x3)),(((t) + inv((t))) - 1.7105602) * (((20.446016 - ((((C_pol) * ((C_eth) + ((((C_pol) * -0.33102357) + (C_pg)) / ((C_eth) + -15.172693)))) * 0.025330327) + (C_pg))) / (((C_pg) / ((C_eth) + -16.764357)) + ((C_pg) * -0.0822702))) + 11.088998),20,1.0,True,"{'q0_fail': 0, 'qpos_fail': 0, 'dqdt_fail': 0, 'q1_fail': 0, 'nan_inf': 0}",-163.6623310759466,-92.44869845563606
36,123.83414,((inv(x3) - 1.723062) + x3) * (((20.446007 - ((x0 * (((((x0 * -0.33097667) + x2) / (x1 + -15.172695)) + x1) * 0.025042731)) + x2)) / ((x2 / (x1 + -16.764359)) + -1.1817721)) + 11.088979),0.0175267362011762,((20.446007 - (x0*(x1 + (x0*(-0.33097667) + x2)/(x1 - 15.172695))*0.025042731 + x2))/(x2/(x1 - 16.764359) - 1.1817721) + 11.088979)*(x3 - 1*1.723062 + 1/x3),PySRFunction(X=>((20.446007 - (x0*(x1 + (x0*(-0.33097667) + x2)/(x1 - 15.172695))*0.025042731 + x2))/(x2/(x1 - 16.764359) - 1.1817721) + 11.088979)*(x3 - 1*1.723062 + 1/x3)),((inv((t)) - 1.723062) + (t)) * (((20.446007 - (((C_pol) * ((((((C_pol) * -0.33097667) + (C_pg)) / ((C_eth) + -15.172695)) + (C_eth)) * 0.025042731)) + (C_pg))) / (((C_pg) / ((C_eth) + -16.764359)) + -1.1817721)) + 11.088979),20,1.0,True,"{'q0_fail': 0, 'qpos_fail': 0, 'dqdt_fail': 0, 'q1_fail': 0, 'nan_inf': 0}",-152.8520207679371,-81.63838814762654
