Variable,Index
C_pg / C_eth,0
sqrt(t),1
C_pg * log(t),2
C_eth^2,3
log(t),4
C_pg * C_pol,5
C_eth / C_pol,6
C_pg * C_eth,7
1/t,8
sqrt(C_pg * log(t)),9
C_pol^2,10
t,11
C_eth * log(t),12
C_pg,13
C_eth * t,14
C_eth,15
C_pg / C_eth - 0.28392357,16
inv(C_eth - 15.084822) / C_pol,17
C_pg * C_eth * -5.6564804e-5,18
1-exp(-t),19
exp(log(t)),20
inv(C_eth - 15.084822) / C_pol - -2.3647997,21
exp(log(t)) - C_pg / C_eth,22
exp(-t),23
inv(C_pg * C_eth),24
inv(1/t),25
C_pg^2,26
C_pg * t,27
C_pol,28
