complexity,loss,equation,score,sympy_format,lambda_format
1,10888.009,x11,0.0,x11,PySRFunction(X=>x11)
2,3948.237,exp(x2),1.0143929417822932,exp(x2),PySRFunction(X=>exp(x2))
3,495.62003,x4 * 11.944037,2.075214864550672,x4*11.944037,PySRFunction(X=>x4*11.944037)
5,394.59677,x4 * (x18 / 0.12494291),0.11397257827268992,x18*x4/0.12494291,PySRFunction(X=>x18*x4/0.12494291)
6,389.3285,x4 * (exp(x18) * 2.6737077),0.013440947791263433,x4*exp(x18)*2.6737077,PySRFunction(X=>x4*exp(x18)*2.6737077)
7,255.98999,x4 * ((x0 + x18) / 0.10808959),0.4192851181068655,x4*(x0 + x18)/0.10808959,PySRFunction(X=>x4*(x0 + x18)/0.10808959)
9,240.39493,x4 * ((-17.545975 / (x18 + x0)) - -25.629858),0.0314276147820838,x4*(-1*(-25.629858) - 17.545975/(x0 + x18)),PySRFunction(X=>x4*(-1*(-25.629858) - 17.545975/(x0 + x18)))
10,222.69296,x4 * (((x18 + x0) - square(x1)) * 9.790782),0.07648915085888447,x4*(x0 - x1**2 + x18)*9.790782,PySRFunction(X=>x4*(x0 - x1**2 + x18)*9.790782)
11,204.80801,(((x0 + x18) * 12.071913) - exp(exp(x1))) * x4,0.08372095800087483,x4*((x0 + x18)*12.071913 - exp(exp(x1))),PySRFunction(X=>x4*((x0 + x18)*12.071913 - exp(exp(x1))))
12,184.7229,((((x18 + x0) - square(x1)) * 15.028032) + -6.443476) * x4,0.10321613936865884,x4*((x0 - x1**2 + x18)*15.028032 - 6.443476),PySRFunction(X=>x4*((x0 - x1**2 + x18)*15.028032 - 6.443476))
14,175.9613,((((x0 - square(x1)) + -4.2800665) * (16.901102 - x15)) + 89.42621) * x4,0.024296389932013166,x4*((16.901102 - x15)*(x0 - x1**2 - 4.2800665) + 89.42621),PySRFunction(X=>x4*((16.901102 - x15)*(x0 - x1**2 - 4.2800665) + 89.42621))
15,154.85287,x19 * ((((x15 + x1) - 0.3098502) * ((x14 - 13.639996) * 3.3956978)) + 11.363855),0.12778864418328195,x19*((x1 + x15 - 1*0.3098502)*(x14 - 1*13.639996)*3.3956978 + 11.363855),PySRFunction(X=>x19*((x1 + x15 - 1*0.3098502)*(x14 - 1*13.639996)*3.3956978 + 11.363855))
