complexity,loss,equation,score,sympy_format,lambda_format
1,10888.009,x12,0.0,x12,PySRFunction(X=>x12)
2,3948.237,exp(x2),1.0143929417822932,exp(x2),PySRFunction(X=>exp(x2))
3,495.62003,x4 * 11.944043,2.075214864550672,x4*11.944043,PySRFunction(X=>x4*11.944043)
5,394.59674,(x19 * 8.003833) * x4,0.11397261628618041,x19*8.003833*x4,PySRFunction(X=>x19*8.003833*x4)
6,389.3285,(x4 * exp(x19)) * 2.6738033,0.01344087176428243,x4*exp(x19)*2.6738033,PySRFunction(X=>x4*exp(x19)*2.6738033)
7,255.98999,x4 * ((x0 + x19) * 9.251706),0.4192851181068655,x4*(x0 + x19)*9.251706,PySRFunction(X=>x4*(x0 + x19)*9.251706)
9,250.54318,x4 * (x16 - ((x19 + x0) * -9.341443)),0.0107535306165311,x4*(x16 - (-9.341443)*(x0 + x19)),PySRFunction(X=>x4*(x16 - (-9.341443)*(x0 + x19)))
10,223.01123,(x10 * ((square(x0) * -9.768367) + 5.676786)) * x4,0.11640915198295977,x10*x4*(5.676786 + x0**2*(-9.768367)),PySRFunction(X=>x10*x4*(5.676786 + x0**2*(-9.768367)))
11,190.10895,((x0 * 17.100761) + ((x19 - x1) * 10.761446)) * x20,0.15962480006646637,x20*(x0*17.100761 + (-x1 + x19)*10.761446),PySRFunction(X=>x20*(x0*17.100761 + (-x1 + x19)*10.761446))
13,154.55121,x10 * (((x0 * 9.976457) + (8.360382 - (-0.179322 / x0))) * x4),0.10353591557055801,x10*x4*(x0*9.976457 + 8.360382 - (-1)*0.179322/x0),PySRFunction(X=>x10*x4*(x0*9.976457 + 8.360382 - (-1)*0.179322/x0))
14,148.65271,(x10 * ((x0 * 7.912504) + (7.198255 - (0.0074632126 / square(x0))))) * x4,0.038912717707686395,x10*x4*(x0*7.912504 + 7.198255 - 0.0074632126/(x0**2)),PySRFunction(X=>x10*x4*(x0*7.912504 + 7.198255 - 0.0074632126/(x0**2)))
16,146.62395,(x10 * (((x0 * 7.8954406) + (7.1444297 - (0.0074378 / square(x0)))) * x4)) - -2.037924,0.006870817099303377,x10*x4*(x0*7.8954406 + 7.1444297 - 0.0074378/(x0**2)) - 1*(-2.037924),PySRFunction(X=>x10*x4*(x0*7.8954406 + 7.1444297 - 0.0074378/(x0**2)) - 1*(-2.037924))
17,142.52632,(x4 * ((((log(x24) * x0) + 2.8881414) - (0.00299249 / square(x0))) / 0.4004705)) * x10,0.02834446141485676,x10*x4*(2.49706282984639*x0*log(x24) + 7.21187053728052 - 0.00747243554768703/x0**2),PySRFunction(X=>x10*x4*(2.49706282984639*x0*log(x24) + 7.21187053728052 - 0.00747243554768703/x0**2))
18,142.52629,(((log(square(x24)) * x0) + (5.7744365 - (0.005988368 / square(x0)))) * (x10 * x4)) / 0.8005576,2.1048746063144077e-07,1.24912935683828*x10*x4*(x0*log(x24**2) + 5.7744365 - 0.005988368/x0**2),PySRFunction(X=>1.24912935683828*x10*x4*(x0*log(x24**2) + 5.7744365 - 0.005988368/x0**2))
19,140.51527,((x10 * (x4 * ((log(x24) * x0) + (2.8729963 - (0.0029897802 / square(x0)))))) / 0.40130538) + 2.017839,0.014210307778139055,2.49186791365718*x10*x4*(x0*log(x24) + 2.8729963 - 0.0029897802/x0**2) + 2.017839,PySRFunction(X=>2.49186791365718*x10*x4*(x0*log(x24) + 2.8729963 - 0.0029897802/x0**2) + 2.017839)
20,140.3556,exp(x7) + ((x10 * x4) * ((((log(x24) * x0) + 2.8851354) - (0.00299063 / square(x0))) / 0.4018862)),0.0011369638809482741,x10*x4*(2.48826657894698*x0*log(x24) + 7.17898599155681 - 0.00744148467899619/x0**2) + exp(x7),PySRFunction(X=>x10*x4*(2.48826657894698*x0*log(x24) + 7.17898599155681 - 0.00744148467899619/x0**2) + exp(x7))
21,140.26454,((x7 + (x4 * ((((log(x24) * x0) - (0.0029913767 / square(x0))) + 2.8813734) / 0.40129527))) * x10) - -1.0042578,0.0006489912177801787,x10*(x4*(2.49193069233036*x0*log(x24) + 7.18018281152429 - 0.00745430341105192/x0**2) + x7) + 1.0042578,PySRFunction(X=>x10*(x4*(2.49193069233036*x0*log(x24) + 7.18018281152429 - 0.00745430341105192/x0**2) + x7) + 1.0042578)
22,139.28369,(x10 * ((x4 * ((2.8707044 - (0.019193942 / (square(x0) * log(x23)))) + (x0 * log(x24)))) / 0.4020029)) + 2.7257342,0.0070174225399034715,2.48754424408381*x10*x4*(x0*log(x24) + 2.8707044 - 0.019193942/(x0**2*log(x23))) + 2.7257342,PySRFunction(X=>2.48754424408381*x10*x4*(x0*log(x24) + 2.8707044 - 0.019193942/(x0**2*log(x23))) + 2.7257342)
23,139.07434,log(x13) + ((x4 * (x10 * ((x0 * log(x24)) + (2.8641505 - (0.01909324 / (square(x0) * log(x23))))))) / 0.4008873),0.0015041781943355285,2.49446664935507*x10*x4*(x0*log(x24) + 2.8641505 - 0.01909324/(x0**2*log(x23))) + log(x13),PySRFunction(X=>2.49446664935507*x10*x4*(x0*log(x24) + 2.8641505 - 0.01909324/(x0**2*log(x23))) + log(x13))
25,139.04144,(((2.8641505 - (0.01909324 / (log(x23) * square(x0)))) + (log(x24) * x0)) * ((x4 * (x10 / 0.4008873)) + x21)) + log(x13),0.00011829605696405833,(2.49446664935507*x10*x4 + x21)*(x0*log(x24) + 2.8641505 - 0.01909324/(x0**2*log(x23))) + log(x13),PySRFunction(X=>(2.49446664935507*x10*x4 + x21)*(x0*log(x24) + 2.8641505 - 0.01909324/(x0**2*log(x23))) + log(x13))
