complexity,loss,equation,score,sympy_format,lambda_format,restored_equation,loss_norm,complexity_norm,coverage_score,physics_score,physics_detail,stability_score,generalization_score,interpretability_score,total_score
3,510.42654,x15 * 11.9114485,2.038542166274775,x15*11.9114485,PySRFunction(X=>x15*11.9114485),(t - sqrt(t)) * 11.9114485,0.028192659261874926,0.08333333333333333,0.25,0.789,"{'ok': True, 'msg': '', 'Q0_violations': 0, 'dQdt_violations': [], 'neg_frac': [np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02)], 'subscores': {'q0_pass_frac': 1.0, 'mono_score': 0.98, 'nonneg_score': 0.0, 'nan_penalty': 1.0, 'combined': 0.789}}",2.038542166274775,0.5,0.5,0.830452426051935
11,317.40683,x15 * ((14.892784 - (-0.33585095 / (x1 + -25.269281))) - x0),0.1091571619621494,x15*(-x0 + 14.892784 - (-1)*0.33585095/(x1 - 25.269281)),PySRFunction(X=>x15*(-x0 + 14.892784 - (-1)*0.33585095/(x1 - 25.269281))),(t - sqrt(t)) * ((14.892784 - (-0.33585095 / ((C_pol) + -25.269281))) - (exp(C_pg * C_eth / 238.5248))),0.009828207517155104,0.4166666666666667,1.0,0.789,"{'ok': True, 'msg': '', 'Q0_violations': 0, 'dQdt_violations': [], 'neg_frac': [np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02)], 'subscores': {'q0_pass_frac': 1.0, 'mono_score': 0.98, 'nonneg_score': 0.0, 'nan_penalty': 1.0, 'combined': 0.789}}",0.1091571619621494,0.5,0.5,0.6812993431667492
5,391.3608,x15 * (14.594547 - x0),0.1328084162304358,x15*(14.594547 - x0),PySRFunction(X=>x15*(14.594547 - x0)),(t - sqrt(t)) * (14.594547 - (exp(C_pg * C_eth / 238.5248))),0.01686440145504599,0.16666666666666666,0.75,0.789,"{'ok': True, 'msg': '', 'Q0_violations': 0, 'dQdt_violations': [], 'neg_frac': [np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02)], 'subscores': {'q0_pass_frac': 1.0, 'mono_score': 0.98, 'nonneg_score': 0.0, 'nan_penalty': 1.0, 'combined': 0.789}}",0.1328084162304358,0.5,0.5,0.6587916022163085
13,294.86475,x15 * ((13.822674 - (-0.29840845 / (x1 + -25.236126))) - (x0 - x5)),0.0368337749086867,x15*(-(x0 - x5) + 13.822674 - (-1)*0.29840845/(x1 - 25.236126)),PySRFunction(X=>x15*(-(x0 - x5) + 13.822674 - (-1)*0.29840845/(x1 - 25.236126))),(t - sqrt(t)) * ((13.822674 - (-0.29840845 / ((C_pol) + -25.236126))) - ((exp(C_pg * C_eth / 238.5248)) - (C_pg / C_eth))),0.007683489030190152,0.5,1.0,0.789,"{'ok': True, 'msg': '', 'Q0_violations': 0, 'dQdt_violations': [], 'neg_frac': [np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02)], 'subscores': {'q0_pass_frac': 1.0, 'mono_score': 0.98, 'nonneg_score': 0.0, 'nan_penalty': 1.0, 'combined': 0.789}}",0.0368337749086867,0.5,0.5,0.6582725428817746
15,284.42596,x15 * ((x5 + ((x0 * -0.9489521) - (0.35877925 / (x1 + -24.748804)))) + 13.764475),0.0180219014905663,x15*(x0*(-0.9489521) + x5 + 13.764475 - 0.35877925/(x1 - 24.748804)),PySRFunction(X=>x15*(x0*(-0.9489521) + x5 + 13.764475 - 0.35877925/(x1 - 24.748804))),(t - sqrt(t)) * (((C_pg / C_eth) + (((exp(C_pg * C_eth / 238.5248)) * -0.9489521) - (0.35877925 / ((C_pol) + -24.748804)))) + 13.764475),0.006690312451340953,0.5833333333333334,1.0,0.789,"{'ok': True, 'msg': '', 'Q0_violations': 0, 'dQdt_violations': [], 'neg_frac': [np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02)], 'subscores': {'q0_pass_frac': 1.0, 'mono_score': 0.98, 'nonneg_score': 0.0, 'nan_penalty': 1.0, 'combined': 0.789}}",0.0180219014905663,0.5,0.5,0.6430997383558839
7,363.85233,x15 * ((x5 + 13.532498) - x0),0.0364408990700214,x15*(-x0 + x5 + 13.532498),PySRFunction(X=>x15*(-x0 + x5 + 13.532498)),(t - sqrt(t)) * (((C_pg / C_eth) + 13.532498) - (exp(C_pg * C_eth / 238.5248))),0.014247166303847843,0.25,0.75,0.789,"{'ok': True, 'msg': '', 'Q0_violations': 0, 'dQdt_violations': [], 'neg_frac': [np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02)], 'subscores': {'q0_pass_frac': 1.0, 'mono_score': 0.98, 'nonneg_score': 0.0, 'nan_penalty': 1.0, 'combined': 0.789}}",0.0364408990700214,0.5,0.5,0.6322290599149261
2,3919.7725,exp(x14),1.0065079503299066,exp(x14),PySRFunction(X=>exp(x14)),exp((sqrt(t))),0.35256766409156554,0.041666666666666664,0.25,0.7000000000000001,"{'ok': True, 'msg': '', 'Q0_violations': 6, 'dQdt_violations': [], 'neg_frac': [np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)], 'subscores': {'q0_pass_frac': 0.0, 'mono_score': 1.0, 'nonneg_score': 1.0, 'nan_penalty': 1.0, 'combined': 0.7000000000000001}}",1.0065079503299066,0.5,0.5,0.6243410429357512
19,255.9777,((((x1 + -24.554342) * (-0.056198873 / (x0 + -2.372728))) + ((x0 * -0.819765) + x5)) + 12.771495) * x15,0.0041307236209828,x15*(x0*(-0.819765) + x5 + 12.771495 + (x1 - 24.554342)*(-0.056198873)/(x0 - 2.372728)),PySRFunction(X=>x15*(x0*(-0.819765) + x5 + 12.771495 + (x1 - 24.554342)*(-0.056198873)/(x0 - 2.372728))),(((((C_pol) + -24.554342) * (-0.056198873 / ((exp(C_pg * C_eth / 238.5248)) + -2.372728))) + (((exp(C_pg * C_eth / 238.5248)) * -0.819765) + (C_pg / C_eth))) + 12.771495) * (t - sqrt(t)),0.003983662969838557,0.75,1.0,0.789,"{'ok': True, 'msg': '', 'Q0_violations': 0, 'dQdt_violations': [], 'neg_frac': [np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02)], 'subscores': {'q0_pass_frac': 1.0, 'mono_score': 0.98, 'nonneg_score': 0.0, 'nan_penalty': 1.0, 'combined': 0.789}}",0.0041307236209828,0.5,0.5,0.6164220590976718
9,360.30905,(((3.5112307 - x0) * x5) - -11.011418) * x15,0.0048929815572704,x15*(x5*(3.5112307 - x0) - 1*(-11.011418)),PySRFunction(X=>x15*(x5*(3.5112307 - x0) - 1*(-11.011418))),(((3.5112307 - (exp(C_pg * C_eth / 238.5248))) * (C_pg / C_eth)) - -11.011418) * (t - sqrt(t)),0.013910048428279432,0.3333333333333333,0.75,0.789,"{'ok': True, 'msg': '', 'Q0_violations': 0, 'dQdt_violations': [], 'neg_frac': [np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02)], 'subscores': {'q0_pass_frac': 1.0, 'mono_score': 0.98, 'nonneg_score': 0.0, 'nan_penalty': 1.0, 'combined': 0.789}}",0.0048929815572704,0.5,0.5,0.6150474399693487
10,354.01578,((square(0.59898186 - x5) + 14.249096) - x0) * x15,0.0176206469843863,x15*(-x0 + (0.59898186 - x5)**2 + 14.249096),PySRFunction(X=>x15*(-x0 + (0.59898186 - x5)**2 + 14.249096)),((square(0.59898186 - (C_pg / C_eth)) + 14.249096) - (exp(C_pg * C_eth / 238.5248))) * (t - sqrt(t)),0.0133112885750422,0.375,0.75,0.789,"{'ok': True, 'msg': '', 'Q0_violations': 0, 'dQdt_violations': [], 'neg_frac': [np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03), np.float64(0.03)], 'nan_flag': False, 'dQdt_violation_fractions': [np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02), np.float64(0.02)], 'subscores': {'q0_pass_frac': 1.0, 'mono_score': 0.98, 'nonneg_score': 0.0, 'nan_penalty': 1.0, 'combined': 0.789}}",0.0176206469843863,0.5,0.5,0.6107964037614018
