N,rho,tau_b,pairwise,pairwise_correct,pairwise_M,pairwise_p,prec_at_k,rec_at_k,hit_at_k,k,time_h
12,0.0,0.0,,0,0,,1.0,1.0,1.0,2,0.0
12,-0.6643356643356645,-0.45454545454545453,0.2727272727272727,18,66,0.9999492614384159,0.0,0.0,0.0,2,0.5
12,0.6573426573426574,0.42424242424242425,0.7121212121212122,47,66,0.000378053531980696,0.0,0.0,0.0,2,1.0
12,0.5034965034965037,0.36363636363636365,0.6818181818181818,45,66,0.0021362025158258376,0.0,0.0,0.0,2,2.0
12,0.5524475524475526,0.45454545454545453,0.7272727272727273,48,66,0.00014355922483082017,0.0,0.0,0.0,2,3.0
12,0.5384615384615384,0.3939393939393939,0.696969696969697,46,66,0.0009291151537829043,0.0,0.0,0.0,2,4.0
12,0.5174825174825176,0.36363636363636365,0.6818181818181818,45,66,0.0021362025158258376,0.0,0.0,0.0,2,5.0
12,0.7272727272727275,0.5151515151515151,0.7575757575757576,50,66,1.664117508516031e-05,0.0,0.0,0.0,2,6.0
