complexity,loss,equation,score,sympy_format,lambda_format,restored_equation
17,301.2552,((9.154417 - (((-0.1122932 / (0.9963446 - x10)) - 45.16008) / x14)) * x7) + inv(square(x10)),0.0061873176869069,x7*(9.154417 - (-1*45.16008 - 0.1122932/(0.9963446 - x10))/x14) + x10**(-2),PySRFunction(X=>x7*(9.154417 - (-1*45.16008 - 0.1122932/(0.9963446 - x10))/x14) + x10**(-2)),((9.154417 - (((-0.1122932 / (0.9963446 - (C_pg / C_eth))) - 45.16008) / (C_eth))) * (t - sqrt(t))) + inv(square((C_pg / C_eth)))
18,300.07077,x7 * (8.787185 - (((-5.454037 / (0.80536276 - square(square(square(square(square(x10))))))) - 48.27655) / x14)),0.0039393992305056,x7*(8.787185 - (-1*48.27655 - 5.454037/(0.80536276 - x10**32))/x14),PySRFunction(X=>x7*(8.787185 - (-1*48.27655 - 5.454037/(0.80536276 - x10**32))/x14)),(t - sqrt(t)) * (8.787185 - (((-5.454037 / (0.80536276 - square(square(square(square(square((C_pg / C_eth)))))))) - 48.27655) / (C_eth)))
19,296.19495,(8.559759 - (((-6.916272 / (0.7466746 - square(square(square(square(square(square(x10)))))))) - 50.472713) / x14)) * x7,0.013000494438833,x7*(8.559759 - (-1*50.472713 - 6.916272/(0.7466746 - x10**64))/x14),PySRFunction(X=>x7*(8.559759 - (-1*50.472713 - 6.916272/(0.7466746 - x10**64))/x14)),(8.559759 - (((-6.916272 / (0.7466746 - square(square(square(square(square(square((C_pg / C_eth))))))))) - 50.472713) / (C_eth))) * (t - sqrt(t))
21,283.03928,(((1.7521034 - (((0.14427097 / (1.0221139 - inv(x10))) - 10.109974) / x14)) * 5.0510316) * x7) - inv(x10 + -1.2648262),0.0227160828995802,(1.7521034 - (-1*10.109974 + 0.14427097/(1.0221139 - 1/x10))/x14)*5.0510316*x7 - 1/(x10 - 1.2648262),PySRFunction(X=>(1.7521034 - (-1*10.109974 + 0.14427097/(1.0221139 - 1/x10))/x14)*5.0510316*x7 - 1/(x10 - 1.2648262)),(((1.7521034 - (((0.14427097 / (1.0221139 - inv((C_pg / C_eth)))) - 10.109974) / (C_eth))) * 5.0510316) * (t - sqrt(t))) - inv((C_pg / C_eth) + -1.2648262)
22,277.0138,(x7 * ((1.7521034 - (((0.14427097 / (1.0221139 - square(inv(x10)))) - 10.109974) / x14)) * 5.0510316)) - inv(x10 + -1.2648262),0.0215183621572039,x7*(1.7521034 - (-1*10.109974 + 0.14427097/(1.0221139 - 1/x10**2))/x14)*5.0510316 - 1/(x10 - 1.2648262),PySRFunction(X=>x7*(1.7521034 - (-1*10.109974 + 0.14427097/(1.0221139 - 1/x10**2))/x14)*5.0510316 - 1/(x10 - 1.2648262)),((t - sqrt(t)) * ((1.7521034 - (((0.14427097 / (1.0221139 - square(inv((C_pg / C_eth))))) - 10.109974) / (C_eth))) * 5.0510316)) - inv((C_pg / C_eth) + -1.2648262)
23,239.17863,((1.5474479 - (((0.13691792 / (1.01856 - inv(x10))) - 11.548556) / x14)) * (5.366735 - (inv(x10 + -1.2599393) * 0.06760406))) * x7,0.1468566458203875,x7*(1.5474479 - (-1*11.548556 + 0.13691792/(1.01856 - 1/x10))/x14)*(5.366735 - 0.06760406/(x10 - 1.2599393)),PySRFunction(X=>x7*(1.5474479 - (-1*11.548556 + 0.13691792/(1.01856 - 1/x10))/x14)*(5.366735 - 0.06760406/(x10 - 1.2599393))),((1.5474479 - (((0.13691792 / (1.01856 - inv((C_pg / C_eth)))) - 11.548556) / (C_eth))) * (5.366735 - (inv((C_pg / C_eth) + -1.2599393) * 0.06760406))) * (t - sqrt(t))
24,229.05313,x7 * ((1.5474479 - (((0.13904536 / (1.01856 - square(inv(x10)))) - 11.548556) / x14)) * (5.366735 - (inv(x10 + -1.2599393) * 0.06760406))),0.0432566932425859,x7*(1.5474479 - (-1*11.548556 + 0.13904536/(1.01856 - 1/x10**2))/x14)*(5.366735 - 0.06760406/(x10 - 1.2599393)),PySRFunction(X=>x7*(1.5474479 - (-1*11.548556 + 0.13904536/(1.01856 - 1/x10**2))/x14)*(5.366735 - 0.06760406/(x10 - 1.2599393))),(t - sqrt(t)) * ((1.5474479 - (((0.13904536 / (1.01856 - square(inv((C_pg / C_eth))))) - 11.548556) / (C_eth))) * (5.366735 - (inv((C_pg / C_eth) + -1.2599393) * 0.06760406)))
25,226.05136,x7 * ((1.5474479 - (((0.13904536 / (1.01856 - square(square(inv(x10))))) - 11.548556) / x14)) * (5.366735 - (inv(x10 + -1.2599393) * 0.06760406))),0.013191755287424,x7*(1.5474479 - (-1*11.548556 + 0.13904536/(1.01856 - 1/x10**4))/x14)*(5.366735 - 0.06760406/(x10 - 1.2599393)),PySRFunction(X=>x7*(1.5474479 - (-1*11.548556 + 0.13904536/(1.01856 - 1/x10**4))/x14)*(5.366735 - 0.06760406/(x10 - 1.2599393))),(t - sqrt(t)) * ((1.5474479 - (((0.13904536 / (1.01856 - square(square(inv((C_pg / C_eth)))))) - 11.548556) / (C_eth))) * (5.366735 - (inv((C_pg / C_eth) + -1.2599393) * 0.06760406)))
26,224.20757,((5.3604503 - (inv(x10 + -1.2659053) * 0.06426146)) * x7) * (1.5389147 - (((0.21191429 / (1.0280255 - inv(square(square(square(x10)))))) - 11.543411) / x14)),0.0081899555265384,x7*(1.5389147 - (-1*11.543411 + 0.21191429/(1.0280255 - 1/x10**8))/x14)*(5.3604503 - 0.06426146/(x10 - 1.2659053)),PySRFunction(X=>x7*(1.5389147 - (-1*11.543411 + 0.21191429/(1.0280255 - 1/x10**8))/x14)*(5.3604503 - 0.06426146/(x10 - 1.2659053))),((5.3604503 - (inv((C_pg / C_eth) + -1.2659053) * 0.06426146)) * (t - sqrt(t))) * (1.5389147 - (((0.21191429 / (1.0280255 - inv(square(square(square((C_pg / C_eth))))))) - 11.543411) / (C_eth)))
27,223.68225,(((1.5313148 - (((0.19348568 / (1.0252385 - square(inv(square(x10))))) - 11.542861) / x14)) * x7) - -0.34573433) * (5.3563914 - (inv(x10 + -1.264611) * 0.06642891)),0.002345756556308,(5.3563914 - 0.06642891/(x10 - 1.264611))*(x7*(1.5313148 - (-1*11.542861 + 0.19348568/(1.0252385 - 1/x10**4))/x14) - 1*(-0.34573433)),PySRFunction(X=>(5.3563914 - 0.06642891/(x10 - 1.264611))*(x7*(1.5313148 - (-1*11.542861 + 0.19348568/(1.0252385 - 1/x10**4))/x14) - 1*(-0.34573433))),(((1.5313148 - (((0.19348568 / (1.0252385 - square(inv(square((C_pg / C_eth)))))) - 11.542861) / (C_eth))) * (t - sqrt(t))) - -0.34573433) * (5.3563914 - (inv((C_pg / C_eth) + -1.264611) * 0.06642891))
28,221.87119,(x7 * ((5.2575784 - (inv(x10 + -1.2745289) * 0.057679284)) * (1.5627104 - (((0.218408 / (1.0286174 - inv(square(square(square(x10)))))) - 11.674468) / x14)))) - -1.9925171,0.0081295297564727,x7*(1.5627104 - (-1*11.674468 + 0.218408/(1.0286174 - 1/x10**8))/x14)*(5.2575784 - 0.057679284/(x10 - 1.2745289)) - 1*(-1.9925171),PySRFunction(X=>x7*(1.5627104 - (-1*11.674468 + 0.218408/(1.0286174 - 1/x10**8))/x14)*(5.2575784 - 0.057679284/(x10 - 1.2745289)) - 1*(-1.9925171)),((t - sqrt(t)) * ((5.2575784 - (inv((C_pg / C_eth) + -1.2745289) * 0.057679284)) * (1.5627104 - (((0.218408 / (1.0286174 - inv(square(square(square((C_pg / C_eth))))))) - 11.674468) / (C_eth))))) - -1.9925171
29,221.62619,(((1.5492557 - (((0.24596845 / (1.0323484 - square(square(square(inv(square(x10))))))) - 11.688387) / x14)) * x7) * (5.2827573 - (inv(x10 + -1.2749093) * 0.05756317))) + 1.9126621,0.0011048544409561,x7*(1.5492557 - (-1*11.688387 + 0.24596845/(1.0323484 - 1/x10**16))/x14)*(5.2827573 - 0.05756317/(x10 - 1.2749093)) + 1.9126621,PySRFunction(X=>x7*(1.5492557 - (-1*11.688387 + 0.24596845/(1.0323484 - 1/x10**16))/x14)*(5.2827573 - 0.05756317/(x10 - 1.2749093)) + 1.9126621),(((1.5492557 - (((0.24596845 / (1.0323484 - square(square(square(inv(square((C_pg / C_eth)))))))) - 11.688387) / (C_eth))) * (t - sqrt(t))) * (5.2827573 - (inv((C_pg / C_eth) + -1.2749093) * 0.05756317))) + 1.9126621
30,221.53706,(x7 * ((1.56481 - (((0.22888102 / (1.0300173 - square(square(inv(square(square(x10))))))) - 11.674646) / x14)) * (5.258986 - (inv(x10 + -1.2727481) * 0.058295313)))) + exp(x3),0.0004022445507463,x7*(1.56481 - (-1*11.674646 + 0.22888102/(1.0300173 - 1/x10**16))/x14)*(5.258986 - 0.058295313/(x10 - 1.2727481)) + exp(x3),PySRFunction(X=>x7*(1.56481 - (-1*11.674646 + 0.22888102/(1.0300173 - 1/x10**16))/x14)*(5.258986 - 0.058295313/(x10 - 1.2727481)) + exp(x3)),((t - sqrt(t)) * ((1.56481 - (((0.22888102 / (1.0300173 - square(square(inv(square(square((C_pg / C_eth)))))))) - 11.674646) / (C_eth))) * (5.258986 - (inv((C_pg / C_eth) + -1.2727481) * 0.058295313)))) + exp((1/t))
