complexity,loss,equation,score,sympy_format,lambda_format
1,11697.472,111.33672,0.0,111.336720000000,PySRFunction(X=>111.336720000000)
2,3919.7722,exp(x6),1.0933392102126163,exp(x6),PySRFunction(X=>exp(x6))
3,510.42664,x7 * 11.911777,2.038541893825159,x7*11.911777,PySRFunction(X=>x7*11.911777)
5,476.09128,(x10 - -10.849589) * x7,0.03481866223653375,x7*(x10 - 1*(-10.849589)),PySRFunction(X=>x7*(x10 - 1*(-10.849589)))
7,409.0079,(14.450723 - (x9 * 0.011287377)) * x7,0.0759375646465583,x7*(14.450723 - 0.011287377*x9),PySRFunction(X=>x7*(14.450723 - 0.011287377*x9))
8,389.6618,(13.305284 - square(x9 * 0.0050163725)) * x7,0.048455287840818116,x7*(13.305284 - 2.51639930587562e-5*x9**2),PySRFunction(X=>x7*(13.305284 - 2.51639930587562e-5*x9**2))
9,381.0561,x7 * ((x10 + 13.3067045) - (x9 * 0.010923693)),0.022332575037025182,x7*(x10 - 0.010923693*x9 + 13.3067045),PySRFunction(X=>x7*(x10 - 0.010923693*x9 + 13.3067045))
10,362.18982,(x10 + (12.2008915 - square(x9 * 0.0049364003))) * x7,0.050778169346284194,x7*(x10 - 2.43680479218401e-5*x9**2 + 12.2008915),PySRFunction(X=>x7*(x10 - 2.43680479218401e-5*x9**2 + 12.2008915))
12,348.8461,(((inv(x9) * -954.5851) + 23.84913) - (x9 * 0.032220982)) * x7,0.01876879415144279,x7*(-0.032220982*x9 + 23.84913 - 954.5851/x9),PySRFunction(X=>x7*(-0.032220982*x9 + 23.84913 - 954.5851/x9))
13,306.40546,(9.154417 - (((-0.11229318 / (0.9962592 - x10)) - 45.16008) / x14)) * x7,0.12972159318166493,x7*(9.154417 - (-1*45.16008 - 0.11229318/(0.9962592 - x10))/x14),PySRFunction(X=>x7*(9.154417 - (-1*45.16008 - 0.11229318/(0.9962592 - x10))/x14))
14,305.55338,x7 * (9.154417 - (((-0.112293124 / (0.9962471 - square(x10))) - 45.16008) / x14)),0.002784764251956481,x7*(9.154417 - (-1*45.16008 - 0.112293124/(0.9962471 - x10**2))/x14),PySRFunction(X=>x7*(9.154417 - (-1*45.16008 - 0.112293124/(0.9962471 - x10**2))/x14))
15,304.65775,((9.154417 - (((-0.11229321 / (0.99638855 - x10)) - 45.16008) / x14)) * x7) + 1.340023,0.002935477899720229,x7*(9.154417 - (-1*45.16008 - 0.11229321/(0.99638855 - x10))/x14) + 1.340023,PySRFunction(X=>x7*(9.154417 - (-1*45.16008 - 0.11229321/(0.99638855 - x10))/x14) + 1.340023)
16,303.12494,((9.154417 - (((-0.1122932 / (0.9963446 - x10)) - 45.16008) / x14)) * x7) + inv(x10),0.0050439516457464785,x7*(9.154417 - (-1*45.16008 - 0.1122932/(0.9963446 - x10))/x14) + 1/x10,PySRFunction(X=>x7*(9.154417 - (-1*45.16008 - 0.1122932/(0.9963446 - x10))/x14) + 1/x10)
